Week number,Kilometers,electricity consumption kWh,gasoline consumption litres,diesel consumption litres,hydrogen consumption kg,CNG consumption kg,LNG consumption kg
"Week 1, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 2, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 3, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 4, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 5, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 6, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 7, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 8, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 9, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 10, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 11, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 12, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 13, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 14, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 15, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 16, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 17, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 18, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 19, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 20, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 21, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 22, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 23, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 24, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 25, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 26, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 27, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 28, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 29, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 30, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 31, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 32, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 33, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 34, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 35, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 36, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 37, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 38, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 39, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 40, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 41, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 42, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 43, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
"Week 44, 2018",1567.9999998600001,227.51679997968603,101.763199990914,87.337599992202,11.916799998936,72.284799993546,72.284799993546
