Week number,Kilometers,electricity consumption kWh,gasoline consumption litres,diesel consumption litres,hydrogen consumption kg,CNG consumption kg,LNG consumption kg
"Week 1, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 2, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 3, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 4, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 5, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 6, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 7, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 8, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 9, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 10, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 11, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 12, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 13, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 14, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 15, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 16, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 17, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 18, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 19, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 20, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 21, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 22, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 23, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 24, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 25, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 26, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 27, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 28, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 29, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 30, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 31, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 32, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
"Week 33, 2018",2155.99999986,312.83559997968604,139.924399990914,120.089199992202,16.385599998936,99.39159999354601,99.39159999354601
