Week number,Thousand Kilometers,electricity consumption MWh,gasoline consumption thousand litres,diesel consumption thousand litres,hydrogen consumption tonnes
"Week 1, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 2, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 3, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 4, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 5, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 6, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 7, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 8, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 9, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 10, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 11, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 12, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 13, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 14, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 15, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 16, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 17, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 18, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 19, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 20, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 21, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
"Week 22, 2018",1935028031.8272297,4913529.756857153,4963083.922039185,83576242.1461945,1250028.1085603905
