Week number,Thousand Kilometers,electricity consumption MWh,gasoline consumption thousand litres,diesel consumption thousand litres,hydrogen consumption tonnes
"Week 1, 2018",6343.865110840025,1023.7027661088323,7.617237192243356,968.4867200339029,25.248583141143307
"Week 2, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 3, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 4, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 5, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 6, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 7, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 8, 2018",6343.865110840025,1023.7027661088323,7.617237192243356,968.4867200339029,25.248583141143307
"Week 9, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 10, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 11, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 12, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 13, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 14, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 15, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 16, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 17, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 18, 2018",6343.865110840025,1023.7027661088323,7.617237192243356,968.4867200339029,25.248583141143307
"Week 19, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 20, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 21, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 22, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 23, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 24, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 25, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 26, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 27, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 28, 2018",6343.865110840025,1023.7027661088323,7.617237192243356,968.4867200339029,25.248583141143307
"Week 29, 2018",6343.865110840025,1023.7027661088323,7.617237192243356,968.4867200339029,25.248583141143307
"Week 30, 2018",6343.865110840025,1023.7027661088323,7.617237192243356,968.4867200339029,25.248583141143307
"Week 31, 2018",6343.865110840025,1023.7027661088323,7.617237192243356,968.4867200339029,25.248583141143307
"Week 32, 2018",6343.865110840025,1023.7027661088323,7.617237192243356,968.4867200339029,25.248583141143307
"Week 33, 2018",6343.865110840025,1023.7027661088323,7.617237192243356,968.4867200339029,25.248583141143307
"Week 34, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 35, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 36, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 37, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 38, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 39, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 40, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 41, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 42, 2018",6343.865110840025,1023.7027661088323,7.617237192243356,968.4867200339029,25.248583141143307
"Week 43, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 44, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 45, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 46, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 47, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 48, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 49, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 50, 2018",6843.024740449926,1104.2516246727325,8.21659061938889,1044.6909683916074,27.235238466990708
"Week 51, 2018",6343.865110840025,1023.7027661088323,7.617237192243356,968.4867200339029,25.248583141143307
"Week 52, 2018",6343.865110840025,1023.7027661088323,7.617237192243356,968.4867200339029,25.248583141143307
"Week 1, 2019",934.789851811998,150.84604421919892,1.1224255090145097,142.70977419671212,3.7204636102117528
