Week number,Kilometers,electricity consumption kWh,gasoline consumption litres,diesel consumption litres,hydrogen consumption kg,CNG consumption kg,LNG consumption kg
"Week 1, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 2, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 3, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 4, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 5, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 6, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 7, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 8, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 9, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 10, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 11, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 12, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 13, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 14, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 15, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 16, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 17, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 18, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 19, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 20, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 21, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 22, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 23, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
"Week 24, 2018",1306.66666662,189.597333326562,84.80266666363799,72.781333330734,9.930666666312,60.237333331182,60.237333331182
