Week number,Kilometers,electricity consumption kWh,gasoline consumption litres,diesel consumption litres,hydrogen consumption kg,LPG consumption litres,CNG consumption kg
"Week 1, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 2, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 3, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 4, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 5, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 6, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 7, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 8, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 9, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 10, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 11, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 12, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 13, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 14, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 15, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 16, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 17, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 18, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 19, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 20, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 21, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 22, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 23, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 24, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 25, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 26, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 27, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 28, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 29, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 30, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 31, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 32, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 33, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 34, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 35, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 36, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 37, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 38, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 39, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 40, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 41, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 42, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 43, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 44, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 45, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 46, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 47, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 48, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 49, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 50, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 51, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 52, 2018",355.911111072,51.6427022165472,23.0986311085728,19.8242488867104,2.7049244441472,32.743822218624,16.4075022204192
"Week 1, 2019",53.92592592,7.824651850992001,3.4997925922079998,3.003674073744,0.409837036992,4.96118518464,2.4859851849120003
