Week number,Kilometers,electricity consumption kWh,gasoline consumption litres,diesel consumption litres,hydrogen consumption kg,LPG consumption litres,CNG consumption kg
"Week 1, 2018",322.31598485140694,51.23381182704789,22.91574340995442,19.66728691368527,2.6835078066572824,32.48456689658738,16.277592842118175
"Week 2, 2018",374.7570986714274,59.56960118820653,26.644156411207895,22.867172988361492,3.120117050194196,37.76983647700661,18.925972503905662
"Week 3, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 4, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 5, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 6, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 7, 2018",380.5354938224893,60.48810732425286,27.05498375712468,23.219762871202622,3.168226263595368,38.35221114243353,19.217792854029526
"Week 8, 2018",322.3970891048486,51.24670377238879,22.92150969009154,19.672235785901748,2.684183056745683,32.492740976280444,16.28168876685457
"Week 9, 2018",374.7570986714274,59.56960118820653,26.644156411207895,22.867172988361492,3.120117050194196,37.76983647700661,18.925972503905662
"Week 10, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 11, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 12, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 13, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 14, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 15, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 16, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 17, 2018",380.5354938224893,60.48810732425286,27.05498375712468,23.219762871202622,3.168226263595368,38.35221114243353,19.217792854029526
"Week 18, 2018",322.3970891048486,51.24670377238879,22.92150969009154,19.672235785901748,2.684183056745683,32.492740976280444,16.28168876685457
"Week 19, 2018",374.7570986714274,59.56960118820653,26.644156411207895,22.867172988361492,3.120117050194196,37.76983647700661,18.925972503905662
"Week 20, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 21, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 22, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 23, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 24, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 25, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
"Week 26, 2018",375.1407406455259,59.630583086820664,26.671432256815688,22.890582304471604,3.123311140096158,37.80850177428527,18.945347180139613
