Week number,Kilometers,electricity consumption kWh,gasoline consumption litres,diesel consumption litres,hydrogen consumption kg,LPG consumption litres,CNG consumption kg
"Week 1, 2018",212.05591916911197,31.83915634101456,14.2409458469797,12.222198519088217,1.6676607623256887,20.18747327891484,10.115679549805282
"Week 2, 2018",243.60202324691332,36.575649166202034,16.359473646700707,14.040411130428833,1.915747211319538,23.190625162718717,11.620519787918878
"Week 3, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 4, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 5, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 6, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 7, 2018",249.08069270218178,37.398244517515586,16.727402235214942,14.356183432211909,1.958832837583133,23.71218803003032,11.881868137853903
"Week 8, 2018",211.28863902822462,31.723952990602132,14.18941795292867,12.177975041439376,1.6616266794777153,20.11442911489293,10.079078071947189
"Week 9, 2018",243.60202324691332,36.575649166202034,16.359473646700707,14.040411130428833,1.915747211319538,23.190625162718717,11.620519787918878
"Week 10, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 11, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 12, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 13, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 14, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 15, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 16, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 17, 2018",249.08069270218178,37.398244517515586,16.727402235214942,14.356183432211909,1.958832837583133,23.71218803003032,11.881868137853903
"Week 18, 2018",211.28863902822462,31.723952990602132,14.18941795292867,12.177975041439376,1.6616266794777153,20.11442911489293,10.079078071947189
"Week 19, 2018",243.60202324691332,36.575649166202034,16.359473646700707,14.040411130428833,1.915747211319538,23.190625162718717,11.620519787918878
"Week 20, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 21, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 22, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 23, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 24, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 25, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 26, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 27, 2018",249.08069270218178,37.398244517515586,16.727402235214942,14.356183432211909,1.958832837583133,23.71218803003032,11.881868137853903
"Week 28, 2018",196.84440412088517,29.5552219537931,13.219392839164069,11.345457339572928,1.5480336051076713,18.739354995911405,9.39004636636092
"Week 29, 2018",197.61168426177255,29.67042530420553,13.270920733215101,11.389680817221768,1.5540676879556448,18.812399159933317,9.426647844219016
"Week 30, 2018",266.9228030234901,40.07714988455101,17.925616969692392,15.38454338179952,2.099147653677482,25.41073587892869,12.732988310352805
"Week 31, 2018",197.20591532304104,29.60950108794587,13.24367068754081,11.366293643963466,1.5508766195792254,18.773770435773425,9.407291494386595
"Week 32, 2018",197.61168426177255,29.67042530420553,13.270920733215101,11.389680817221768,1.5540676879556448,18.812399159933317,9.426647844219016
"Week 33, 2018",212.05591916911197,31.83915634101456,14.2409458469797,12.222198519088217,1.6676607623256887,20.18747327891484,10.115679549805282
"Week 34, 2018",243.60202324691332,36.575649166202034,16.359473646700707,14.040411130428833,1.915747211319538,23.190625162718717,11.620519787918878
"Week 35, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 36, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 37, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 38, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 39, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 40, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 41, 2018",249.08069270218178,37.398244517515586,16.727402235214942,14.356183432211909,1.958832837583133,23.71218803003032,11.881868137853903
"Week 42, 2018",211.28863902822462,31.723952990602132,14.18941795292867,12.177975041439376,1.6616266794777153,20.11442911489293,10.079078071947189
"Week 43, 2018",243.60202324691332,36.575649166202034,16.359473646700707,14.040411130428833,1.915747211319538,23.190625162718717,11.620519787918878
"Week 44, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 45, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 46, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 47, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 48, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
"Week 49, 2018",244.59506165640934,36.7247490135275,16.426162689237295,14.097646564485549,1.9235567136314171,23.285161247517415,11.667890586953728
