Week number,Kilometers,electricity consumption kWh,gasoline consumption litres,diesel consumption litres,hydrogen consumption kg,CNG consumption kg,LNG consumption kg
"Week 1, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 2, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 3, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 4, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 5, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 6, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 7, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 8, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 9, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 10, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 11, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 12, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 13, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 14, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 15, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 16, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 17, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 18, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 19, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 20, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 21, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 22, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 23, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 24, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 25, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 26, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 27, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 28, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 29, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 30, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 31, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 32, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 33, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 34, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 35, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 36, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 37, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 38, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 39, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 40, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 41, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
"Week 42, 2018",1829.33333352,265.43626669375203,118.723733345448,101.89386667706401,13.902933334752001,84.33226667527201,84.33226667527201
