Week number,Kilometers,electricity consumption kWh,gasoline consumption litres,diesel consumption litres,hydrogen consumption kg,CNG consumption kg,LNG consumption kg
"Week 1, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 2, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 3, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 4, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 5, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 6, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 7, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 8, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 9, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 10, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 11, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 12, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 13, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 14, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 15, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 16, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 17, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 18, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 19, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 20, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 21, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 22, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 23, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 24, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 25, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 26, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 27, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 28, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 29, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 30, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 31, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 32, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 33, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 34, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 35, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 36, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 37, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 38, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 39, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 40, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 41, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 42, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 43, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 44, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 45, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 46, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 47, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 48, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 49, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 50, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 51, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 52, 2018",1960.0000001399999,284.396000020314,127.20400000908599,109.17200000779799,14.896000001064,90.356000006454,90.356000006454
"Week 1, 2019",280.00000001999996,40.628000002902,18.172000001298,15.596000001113998,2.128000000152,12.908000000922,12.908000000922
