Week number,Kilometers,electricity consumption kWh,gasoline consumption litres,diesel consumption litres,hydrogen consumption kg,LPG consumption litres,CNG consumption kg
"Week 1, 2018",236.55153631012806,35.308715803311856,15.79280245805311,13.554069492904143,1.8493882970569384,22.387331780453508,11.218000065042744
"Week 2, 2018",273.19101501584936,40.77768447281028,18.23895038163658,15.653459961076997,2.1358401383157117,25.854906664314974,12.955556628467674
"Week 3, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 4, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 5, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 6, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 7, 2018",278.62997255533656,41.589527037959634,18.602069485992118,15.965104559159483,2.178362561034328,26.369651775996104,13.213488692589804
"Week 8, 2018",236.1409662754405,35.247432326153906,15.765391723148745,13.530544408820292,1.8461784112573467,22.34847526855323,11.198529573547853
"Week 9, 2018",273.19101501584936,40.77768447281028,18.23895038163658,15.653459961076997,2.1358401383157117,25.854906664314974,12.955556628467674
"Week 10, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 11, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 12, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 13, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 14, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 15, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 16, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 17, 2018",278.62997255533656,41.589527037959634,18.602069485992118,15.965104559159483,2.178362561034328,26.369651775996104,13.213488692589804
"Week 18, 2018",236.1409662754405,35.247432326153906,15.765391723148745,13.530544408820292,1.8461784112573467,22.34847526855323,11.198529573547853
"Week 19, 2018",273.19101501584936,40.77768447281028,18.23895038163658,15.653459961076997,2.1358401383157117,25.854906664314974,12.955556628467674
"Week 20, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 21, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 22, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 23, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 24, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 25, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 26, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 27, 2018",278.62997255533656,41.589527037959634,18.602069485992118,15.965104559159483,2.178362561034328,26.369651775996104,13.213488692589804
"Week 28, 2018",220.86414104369078,32.967146647613504,14.745470707903602,12.65520386336461,1.7267423583764996,20.90267043316717,10.47405562120482
"Week 29, 2018",221.27471107837835,33.028430124771454,14.772881442807964,12.67872894744846,1.7299522441760913,20.941526945067448,10.493526112699712
"Week 30, 2018",294.9391677748299,44.023908771295126,19.690914235719728,16.899598449271195,2.305869806363753,27.913160518937847,13.986920799127505
"Week 31, 2018",222.50737378301977,33.21242274556959,14.855177245640077,12.749358782369999,1.7395893491205023,21.05818663526713,10.551982762428311
"Week 32, 2018",221.27471107837835,33.028430124771454,14.772881442807964,12.67872894744846,1.7299522441760913,20.941526945067448,10.493526112699712
"Week 33, 2018",236.55153631012806,35.308715803311856,15.79280245805311,13.554069492904143,1.8493882970569384,22.387331780453508,11.218000065042744
"Week 34, 2018",273.19101501584936,40.77768447281028,18.23895038163658,15.653459961076997,2.1358401383157117,25.854906664314974,12.955556628467674
"Week 35, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 36, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 37, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 38, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 39, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 40, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 41, 2018",278.62997255533656,41.589527037959634,18.602069485992118,15.965104559159483,2.178362561034328,26.369651775996104,13.213488692589804
"Week 42, 2018",236.1409662754405,35.247432326153906,15.765391723148745,13.530544408820292,1.8461784112573467,22.34847526855323,11.198529573547853
"Week 43, 2018",273.19101501584936,40.77768447281028,18.23895038163658,15.653459961076997,2.1358401383157117,25.854906664314974,12.955556628467674
"Week 44, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 45, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 46, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 47, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 48, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 49, 2018",274.0123456053403,40.900279864991035,18.29378457106911,15.700521045778693,2.1422613994240223,25.932637719015297,12.994506646506242
"Week 50, 2018",278.62997255533656,41.589527037959634,18.602069485992118,15.965104559159483,2.178362561034328,26.369651775996104,13.213488692589804
"Week 51, 2018",220.86414104369078,32.967146647613504,14.745470707903602,12.65520386336461,1.7267423583764996,20.90267043316717,10.47405562120482
"Week 52, 2018",221.27471107837835,33.028430124771454,14.772881442807964,12.67872894744846,1.7299522441760913,20.941526945067448,10.493526112699712
"Week 1, 2019",34.86206656582777,5.203664367984279,2.3274832163076637,1.9975472587080736,0.2725558198596294,3.2993598897545,1.6532662230959099
