Week number,Kilometers,electricity consumption kWh,gasoline consumption litres,diesel consumption litres,hydrogen consumption kg,CNG consumption kg,LNG consumption kg
"Week 1, 2018",1294.444445036,983.77777822736,439.9816668677364,377.5894446170012,51.5188889124328,312.608333476194,312.608333476194
"Week 2, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 3, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 4, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 5, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 6, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 7, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 8, 2018",1294.444445036,983.77777822736,439.9816668677364,377.5894446170012,51.5188889124328,312.608333476194,312.608333476194
"Week 9, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 10, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 11, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 12, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 13, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 14, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 15, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 16, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 17, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 18, 2018",1294.444445036,983.77777822736,439.9816668677364,377.5894446170012,51.5188889124328,312.608333476194,312.608333476194
"Week 19, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 20, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 21, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 22, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 23, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 24, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
"Week 25, 2018",1396.296296936,1061.1851856713602,474.6011113285464,407.29962981623123,55.5725926180528,337.205555710044,337.205555710044
