Variant name,locations.home.charger_efficiency,locations.home.proportion_of_discharge_to_network,locations.work.charging_power,locations.work.charger_efficiency,locations.work.vehicle_discharge_power,locations.work.proportion_of_discharge_to_network,locations.leisure.charging_power,locations.leisure.charger_efficiency,locations.leisure.vehicle_discharge_power,locations.leisure.proportion_of_discharge_to_network,locations.weekend.charging_power,locations.weekend.charger_efficiency,locations.weekend.vehicle_discharge_power,locations.weekend.proportion_of_discharge_to_network,locations.holiday.charging_power,locations.holiday.charger_efficiency,locations.holiday.vehicle_discharge_power,locations.holiday.proportion_of_discharge_to_network,locations.work.connectivity,locations.leisure.connectivity,locations.weekend.connectivity,mobility_module.day_start_hour,run.start.hour,legs.go_to_work.distance,legs.go_to_work.duration,legs.come_from_work.distance,legs.come_from_work.duration,legs.home_to_leisure.distance,legs.home_to_leisure.duration,legs.leisure_to_home.distance,legs.leisure_to_home.duration,legs.home_to_weekend.distance,legs.home_to_weekend.duration,legs.weekend_to_home.distance,legs.weekend_to_home.duration,legs.home_to_holiday.distance,legs.home_to_holiday.duration,legs.holiday_to_home.distance,legs.holiday_to_home.duration,vehicle.yearly_kilometrage,vehicle.battery_capacity,vehicle.base_consumption_per_km.electricity_kWh,vehicle.base_consumption_per_km.gasoline_litres,vehicle.base_consumption_per_km.diesel_litres,vehicle.base_consumption_per_km.hydrogen_kg,vehicle.base_consumption_per_km.LPG_litres,vehicle.base_consumption_per_km.CNG_kg,mobility_module.hours_worked_per_work_week,mobility_module.worked_hours_per_year
Denmark_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,21.18518519,0.433333333,21.18518519,0.433333333,5.777777778,0.118181818,5.777777778,0.118181818,96.2962963,0.962962963,96.2962963,0.962962963,385.1851852,3.851851852,385.1851852,3.851851852,13422.74074,59.01566851,0.142719558,0.063835281,0.054786212,0.007475318,0.090490692,0.045343705,34.3,1493.434783
Estonia_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,4,4,18.74074074,0.383333333,18.74074074,0.383333333,5.111111111,0.104545455,5.111111111,0.104545455,85.18518519,0.851851852,85.18518519,0.851851852,340.7407407,3.407407407,340.7407407,3.407407407,11873.96296,66.50893491,0.160840774,0.071940498,0.061742461,0.008424465,0.101980367,0.051101032,36.4,1584.869565
Finland_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,4,4,18.74074074,0.383333333,18.74074074,0.383333333,5.111111111,0.104545455,5.111111111,0.104545455,85.18518519,0.851851852,85.18518519,0.851851852,340.7407407,3.407407407,340.7407407,3.407407407,11873.96296,62.08618699,0.150145096,0.067156559,0.057636677,0.00786425,0.09519882,0.047702887,34.8,1515.204969
France_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,21.18518519,0.433333333,21.18518519,0.433333333,5.777777778,0.118181818,5.777777778,0.118181818,96.2962963,0.962962963,96.2962963,0.962962963,385.1851852,3.851851852,385.1851852,3.851851852,13422.74074,58.02303961,0.140319051,0.062761588,0.053864722,0.007349585,0.088968661,0.044581035,36,1567.453416
Germany_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,21.18518519,0.433333333,21.18518519,0.433333333,5.777777778,0.118181818,5.777777778,0.118181818,96.2962963,0.962962963,96.2962963,0.962962963,385.1851852,3.851851852,385.1851852,3.851851852,13422.74074,69.01395267,0.166898742,0.074650092,0.064067953,0.008741767,0.105821394,0.05302572,34,1480.372671
Greece_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,4,4,16.2962963,0.333333333,16.2962963,0.333333333,4.444444444,0.090909091,4.444444444,0.090909091,74.07407407,0.740740741,74.07407407,0.740740741,296.2962963,2.962962963,296.2962963,2.962962963,10325.18519,58.66904928,0.141881318,0.063460355,0.054464434,0.007431413,0.089959209,0.045077386,39.8,1732.906832
Hungary_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,4,4,23.62962963,0.483333333,23.62962963,0.483333333,6.444444444,0.131818182,6.444444444,0.131818182,107.4074074,1.074074074,107.4074074,1.074074074,429.6296296,4.296296296,429.6296296,4.296296296,14971.51852,65.07553965,0.157374347,0.070390042,0.060411793,0.008242902,0.099782494,0.049999706,37.8,1645.826087
Italy_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,17.11111111,0.35,17.11111111,0.35,4.666666667,0.095454545,4.666666667,0.095454545,77.77777778,0.777777778,77.77777778,0.777777778,311.1111111,3.111111111,311.1111111,3.111111111,10841.44444,60.4870107,0.146277754,0.065426783,0.056152108,0.007661688,0.09274675,0.046474187,36.1,1571.807453
Ireland_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,22.81481481,0.466666667,22.81481481,0.466666667,6.222222222,0.127272727,6.222222222,0.127272727,103.7037037,1.037037037,103.7037037,1.037037037,414.8148148,4.148148148,414.8148148,4.148148148,14455.25926,60.61034361,0.146576014,0.065560188,0.056266602,0.00767731,0.09293586,0.046568947,35.5,1545.68323
Latvia_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,4,4,26.88888889,0.55,26.88888889,0.55,7.333333333,0.15,7.333333333,0.15,122.2222222,1.222222222,122.2222222,1.222222222,488.8888889,4.888888889,488.8888889,4.888888889,17036.55556,65.72924767,0.158955231,0.071097136,0.061018652,0.008325705,0.100784846,0.050501972,38.4,1671.950311
Lithuania_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,4,4,18.74074074,0.383333333,18.74074074,0.383333333,5.111111111,0.104545455,5.111111111,0.104545455,85.18518519,0.851851852,85.18518519,0.851851852,340.7407407,3.407407407,340.7407407,3.407407407,11873.96296,64.7231029,0.156522037,0.070008823,0.060084614,0.00819826,0.099242091,0.049728917,38.3,1667.596273
Luxembourg_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,23.62962963,0.483333333,23.62962963,0.483333333,6.444444444,0.131818182,6.444444444,0.131818182,107.4074074,1.074074074,107.4074074,1.074074074,429.6296296,4.296296296,429.6296296,4.296296296,14971.51852,70.95001482,0.171580786,0.076744266,0.065865264,0.008987002,0.108790023,0.054513261,35.3,1536.975155
Malta_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,21.18518519,0.433333333,21.18518519,0.433333333,5.777777778,0.118181818,5.777777778,0.118181818,96.2962963,0.962962963,96.2962963,0.962962963,385.1851852,3.851851852,385.1851852,3.851851852,13422.74074,59.8151076,0.144652869,0.064700008,0.055528358,0.00757658,0.091716498,0.045957941,37.3,1624.055901
Netherlands_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,22,0.45,22,0.45,6,0.122727273,6,0.122727273,100,1,100,1,400,4,400,4,13939,60,0.1451,0.0649,0.0557,0.0076,0.092,0.0461,32.2,1402
Norway_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,22,0.45,22,0.45,6,0.122727273,6,0.122727273,100,1,100,1,400,4,400,4,13939,63.28433534,0.153042618,0.068452556,0.058748958,0.008016016,0.097035981,0.048623464,33.9,1476.018634
Poland_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,4,4,19.55555556,0.4,19.55555556,0.4,5.333333333,0.109090909,5.333333333,0.109090909,88.88888889,0.888888889,88.88888889,0.888888889,355.5555556,3.555555556,355.5555556,3.555555556,12390.22222,66.28744147,0.160305129,0.071700916,0.061536842,0.008396409,0.101640744,0.050930851,39.3,1711.136646
Portugal_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,17.11111111,0.35,17.11111111,0.35,4.666666667,0.095454545,4.666666667,0.095454545,77.77777778,0.777777778,77.77777778,0.777777778,311.1111111,3.111111111,311.1111111,3.111111111,10841.44444,58.46646556,0.141391403,0.063241227,0.054276369,0.007405752,0.089648581,0.044921734,37.7,1641.47205
Romania_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,4,4,22,0.45,22,0.45,6,0.122727273,6,0.122727273,100,1,100,1,400,4,400,4,13939,64.26864821,0.155423014,0.069517254,0.059662728,0.008140695,0.098545261,0.049379745,39.5,1719.84472
Slovakia_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,4,4,18.74074074,0.383333333,18.74074074,0.383333333,5.111111111,0.104545455,5.111111111,0.104545455,85.18518519,0.851851852,85.18518519,0.851851852,340.7407407,3.407407407,340.7407407,3.407407407,11873.96296,65.77606385,0.159068448,0.071147776,0.061062113,0.008331635,0.100856631,0.050537942,37.6,1637.118012
Slovenia_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,4,4,18.74074074,0.383333333,18.74074074,0.383333333,5.111111111,0.104545455,5.111111111,0.104545455,85.18518519,0.851851852,85.18518519,0.851851852,340.7407407,3.407407407,340.7407407,3.407407407,11873.96296,63.29863816,0.153077207,0.068468027,0.058762236,0.008017828,0.097057912,0.048634454,38.1,1658.888199
Spain_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,20.37037037,0.416666667,20.37037037,0.416666667,5.555555556,0.113636364,5.555555556,0.113636364,92.59259259,0.925925926,92.59259259,0.925925926,370.3703704,3.703703704,370.3703704,3.703703704,12906.48148,61.72199946,0.149264369,0.066762629,0.05729859,0.00781812,0.094640399,0.04742307,36.4,1584.869565
Sweden_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,21.18518519,0.433333333,21.18518519,0.433333333,5.777777778,0.118181818,5.777777778,0.118181818,96.2962963,0.962962963,96.2962963,0.962962963,385.1851852,3.851851852,385.1851852,3.851851852,13422.74074,67.6919897,0.163701795,0.073220169,0.06284073,0.008574319,0.103794384,0.052010012,35.7,1554.391304
Switzerland_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,21.18518519,0.433333333,21.18518519,0.433333333,5.777777778,0.118181818,5.777777778,0.118181818,96.2962963,0.962962963,96.2962963,0.962962963,385.1851852,3.851851852,385.1851852,3.851851852,13422.74074,66.09381655,0.15983688,0.071491478,0.061357093,0.008371883,0.101343852,0.050782082,36.2,1576.161491
United_Kingdom_car_own_driveway_2050,0.87,0.87,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,20.24,0.92,23.91304348,0.92,0.75,0.75,0.375,5,5,24.44444444,0.5,24.44444444,0.5,6.666666667,0.136363636,6.666666667,0.136363636,111.1111111,1.111111111,111.1111111,1.111111111,444.4444444,4.444444444,444.4444444,4.444444444,15487.77778,66.0660469,0.159769723,0.071461441,0.061331314,0.008368366,0.101301272,0.050760746,36.6,1593.57764
